start_ms,end_ms,dur_ms,stream,kind
1279.4305,1279.6977,0.2672,13,H2D
1280.9689,1283.3275,2.3586,16,kernel
1283.2251,1283.4383,0.2132,14,kernel
1283.4318,1285.7502,2.3184,13,kernel
1283.4421,1283.6823,0.2402,14,D2H
1284.4482,1284.7098,0.2615,14,H2D
1285.6479,1285.8625,0.2146,15,kernel
1285.8559,1286.0277,0.1718,16,kernel
1285.8673,1286.1077,0.2404,15,D2H
1286.0209,1288.3379,2.3170,14,kernel
1286.1120,1286.3522,0.2402,16,D2H
1287.9311,1288.1917,0.2606,15,H2D
1288.2373,1288.4506,0.2133,13,kernel
1288.4441,1290.7628,2.3187,15,kernel
1288.4567,1288.6970,0.2403,13,D2H
1289.5640,1289.8249,0.2610,16,H2D
1290.6619,1290.8746,0.2126,14,kernel
1290.8681,1293.1858,2.3178,16,kernel
1290.8848,1291.1250,0.2402,14,D2H
1292.1572,1292.4180,0.2609,13,H2D
1293.0854,1293.2990,0.2137,15,kernel
1293.2925,1295.6064,2.3139,13,kernel
1293.3012,1293.6084,0.3072,15,D2H
1293.3198,1293.6307,0.3109,14,H2D
1294.2670,1294.5347,0.2677,15,H2D
1295.5101,1295.7232,0.2131,16,kernel
1295.7167,1298.0285,2.3118,14,kernel
1295.7303,1295.9704,0.2402,16,D2H
1297.5053,1297.7727,0.2674,16,H2D
1297.9330,1300.2907,2.3577,15,kernel
1300.1920,1300.4043,0.2123,13,kernel
1300.3978,1302.7112,2.3135,16,kernel
1300.4074,1300.6476,0.2402,13,D2H
1301.2839,1301.5454,0.2615,13,H2D
1302.6147,1302.8275,0.2127,14,kernel
1302.8209,1302.9927,0.1718,15,kernel
1302.8387,1303.0790,0.2403,14,D2H
1302.9862,1305.3056,2.3193,13,kernel
1303.0833,1303.3236,0.2403,15,D2H
1305.2026,1305.4166,0.2140,16,kernel
1305.4094,1305.5803,0.1708,13,kernel
1305.4253,1305.6656,0.2403,16,D2H
1305.6702,1305.9105,0.2403,13,D2H
1306.7572,1307.0183,0.2611,14,H2D
1307.0257,1309.3209,2.2952,14,kernel
1309.3217,1309.5011,0.1794,14,kernel
1309.4204,1309.7203,0.2999,13,H2D
1309.5060,1309.8220,0.3160,14,D2H
1309.7238,1310.0065,0.2827,15,H2D
1309.7297,1312.2404,2.5108,13,kernel
1310.0093,1310.2753,0.2659,16,H2D
1310.4626,1310.7352,0.2726,14,H2D
1312.1405,1314.7011,2.5606,15,kernel
1314.5953,1317.1489,2.5535,16,kernel
1317.0498,1319.6168,2.5669,14,kernel
1319.5089,1319.7391,0.2302,13,kernel
1319.7320,1319.9183,0.1863,15,kernel
1319.7404,1319.9807,0.2403,13,D2H
1319.9111,1320.0971,0.1861,16,kernel
1319.9851,1320.2255,0.2404,15,D2H
1320.0897,1320.2749,0.1851,14,kernel
1320.2300,1320.4704,0.2404,16,D2H
1320.4750,1320.7153,0.2402,14,D2H
1323.4158,1323.6760,0.2601,13,H2D
1323.6838,1326.1779,2.4941,13,kernel
1326.1786,1326.3623,0.1837,13,kernel
1326.3709,1326.6113,0.2404,13,D2H
1327.4660,1327.7232,0.2571,14,H2D
1327.7283,1330.2379,2.5096,14,kernel
1329.0124,1329.2826,0.2702,13,H2D
1329.2856,1329.5613,0.2757,15,H2D
1329.5644,1329.8379,0.2735,16,H2D
1330.1410,1332.6910,2.5501,13,kernel
1332.5901,1335.0377,2.4476,15,kernel
1334.9361,1337.3917,2.4556,16,kernel
1337.2823,1337.5032,0.2209,14,kernel
1337.4962,1337.6750,0.1788,13,kernel
1337.5054,1337.7457,0.2403,14,D2H
1337.6676,1337.8455,0.1779,15,kernel
1337.7502,1337.9910,0.2408,13,D2H
1337.8389,1338.0155,0.1766,16,kernel
1337.9954,1338.2356,0.2402,15,D2H
1338.2400,1338.4803,0.2403,16,D2H
1343.2306,1343.4898,0.2592,14,H2D
1343.4944,1345.8803,2.3859,14,kernel
1345.8812,1346.0573,0.1762,14,kernel
1346.0650,1346.3052,0.2402,14,D2H
1347.0246,1347.2838,0.2593,13,H2D
1347.2895,1349.6943,2.4048,13,kernel
1347.9052,1348.1770,0.2718,14,H2D
1348.1800,1348.4539,0.2739,15,H2D
1348.4567,1348.7289,0.2722,16,H2D
1349.5930,1351.9150,2.3220,14,kernel
1351.8197,1354.1201,2.3003,15,kernel
1354.0295,1356.3385,2.3089,16,kernel
1356.2386,1356.4482,0.2096,13,kernel
1356.4416,1356.6095,0.1679,14,kernel
1356.4548,1356.6951,0.2403,13,D2H
1356.6031,1356.7714,0.1683,15,kernel
1356.6996,1356.9398,0.2401,14,D2H
1356.7647,1356.9320,0.1673,16,kernel
1356.9441,1357.1843,0.2402,15,D2H
1357.1894,1357.4296,0.2402,16,D2H
1360.1720,1360.4359,0.2639,13,H2D
1360.4394,1362.6839,2.2446,13,kernel
1362.6847,1362.8514,0.1667,13,kernel
1362.7451,1363.0370,0.2919,14,H2D
1362.8646,1363.1829,0.3183,13,D2H
1363.0407,1363.3302,0.2896,15,H2D
1363.0439,1365.2983,2.2544,14,kernel
1363.3337,1363.6011,0.2675,16,H2D
1363.8191,1364.0928,0.2737,13,H2D
1365.2121,1367.5169,2.3048,15,kernel
1367.4183,1369.7159,2.2975,16,kernel
1369.6246,1371.9084,2.2838,13,kernel
1371.8102,1372.0190,0.2088,14,kernel
1372.0128,1372.1791,0.1663,15,kernel
1372.0216,1372.2620,0.2404,14,D2H
1372.1726,1372.3387,0.1661,16,kernel
1372.2671,1372.5071,0.2401,15,D2H
1372.3325,1372.4979,0.1654,13,kernel
1372.5117,1372.7519,0.2402,16,D2H
1372.7564,1372.9967,0.2403,13,D2H
1374.7789,1375.0372,0.2583,14,H2D
1375.0464,1377.2759,2.2295,14,kernel
1376.3839,1376.6555,0.2716,13,H2D
1376.6586,1376.9324,0.2738,15,H2D
1376.9351,1377.2085,0.2734,16,H2D
1377.1864,1379.4627,2.2763,13,kernel
1379.3696,1381.6417,2.2721,15,kernel
1381.5507,1383.8293,2.2787,16,kernel
1383.7313,1383.9386,0.2073,14,kernel
1383.9318,1384.0979,0.1660,13,kernel
1383.9493,1384.1895,0.2403,14,D2H
1384.0917,1384.2577,0.1660,15,kernel
1384.1938,1384.4342,0.2404,13,D2H
1384.2514,1384.4164,0.1650,16,kernel
1384.4384,1384.6786,0.2402,15,D2H
1384.6829,1384.9231,0.2401,16,D2H
1386.6707,1386.9299,0.2592,14,H2D
1386.9389,1389.1684,2.2295,14,kernel
1388.6887,1388.9612,0.2725,13,H2D
1388.9640,1389.2369,0.2729,15,H2D
1389.0786,1391.3810,2.3023,13,kernel
1389.2395,1389.5062,0.2667,16,H2D
1391.2830,1391.4976,0.2146,14,kernel
1391.4907,1393.8016,2.3109,15,kernel
1391.5069,1391.7472,0.2403,14,D2H
1392.6675,1392.9350,0.2675,14,H2D
1393.7069,1396.0629,2.3560,16,kernel
1395.9631,1396.1775,0.2144,13,kernel
1396.1710,1398.4834,2.3124,14,kernel
1396.1880,1396.4282,0.2402,13,D2H
1397.4595,1397.7212,0.2617,13,H2D
1398.3866,1398.5998,0.2132,15,kernel
1398.5931,1398.7645,0.1714,16,kernel
1398.6054,1398.8458,0.2404,15,D2H
1398.7583,1401.0701,2.3118,13,kernel
1398.8503,1399.0905,0.2402,16,D2H
1400.9749,1401.1869,0.2119,14,kernel
1401.1796,1401.3503,0.1707,13,kernel
1401.1941,1401.4345,0.2404,14,D2H
1401.4387,1401.6790,0.2403,13,D2H
1401.7593,1402.0188,0.2595,15,H2D
1402.0262,1404.3211,2.2949,15,kernel
1404.3218,1404.4913,0.1694,15,kernel
1404.4993,1404.7393,0.2401,15,D2H
1406.2754,1406.5331,0.2577,13,H2D
1406.5419,1408.8376,2.2957,13,kernel
1408.8384,1409.0083,0.1699,13,kernel
1409.0171,1409.2572,0.2401,13,D2H
1410.1084,1410.3673,0.2589,14,H2D
1410.3747,1412.7524,2.3778,14,kernel
1412.1745,1412.4472,0.2727,13,H2D
1412.4500,1412.7253,0.2754,15,H2D
1412.6501,1415.0886,2.4385,13,kernel
1412.7283,1412.9951,0.2669,16,H2D
1414.9876,1417.4373,2.4497,15,kernel
1417.3287,1417.5504,0.2216,14,kernel
1417.5432,1419.9418,2.3986,16,kernel
1417.5606,1417.8009,0.2403,14,D2H
1418.6612,1418.9287,0.2675,14,H2D
1419.8373,1420.0601,0.2228,13,kernel
1420.0533,1420.2309,0.1776,15,kernel
1420.0687,1420.3090,0.2403,13,D2H
1420.2243,1422.6210,2.3966,14,kernel
1420.3131,1420.5534,0.2402,15,D2H
1422.5177,1422.7408,0.2231,16,kernel
1422.7339,1422.9113,0.1774,14,kernel
1422.7495,1423.0584,0.3089,16,D2H
1422.7602,1423.0727,0.3125,13,H2D
1423.0692,1423.3111,0.2419,14,D2H
1423.0802,1425.4698,2.3896,13,kernel
1425.0267,1425.3119,0.2852,15,H2D
1425.3773,1427.8183,2.4410,15,kernel
1427.7142,1427.9357,0.2216,13,kernel
1427.9286,1428.1053,0.1768,15,kernel
1427.9380,1428.1784,0.2404,13,D2H
1428.1826,1428.4227,0.2402,15,D2H
1428.5913,1428.8507,0.2595,14,H2D
1428.8552,1431.2349,2.3798,14,kernel
1431.1517,1431.4182,0.2665,13,H2D
1431.2357,1431.4131,0.1774,14,kernel
1431.4208,1431.7420,0.3212,15,H2D
1431.4215,1431.7460,0.3245,14,D2H
1431.4302,1433.8513,2.4212,13,kernel
1431.7458,1432.0102,0.2643,16,H2D
1433.7499,1436.2985,2.5486,15,kernel
1435.7438,1436.0114,0.2676,14,H2D
1436.1963,1438.7558,2.5595,16,kernel
1438.6486,1438.8795,0.2309,13,kernel
1438.8722,1441.3889,2.5167,14,kernel
1438.8831,1439.1234,0.2403,13,D2H
1439.8628,1440.1226,0.2598,13,H2D
1441.2796,1441.5103,0.2306,15,kernel
1441.5033,1441.6889,0.1856,16,kernel
1441.5164,1441.7569,0.2406,15,D2H
1441.6819,1444.1964,2.5145,13,kernel
1441.7612,1442.0014,0.2403,16,D2H
1443.2242,1443.4920,0.2678,15,H2D
1444.0892,1444.3205,0.2314,14,kernel
1444.3133,1446.8318,2.5185,15,kernel
1444.3299,1444.5702,0.2403,14,D2H
1444.8335,1445.0941,0.2605,16,H2D
1446.7212,1446.9521,0.2308,13,kernel
1446.9452,1449.4592,2.5140,16,kernel
1446.9543,1447.1948,0.2404,13,D2H
1447.5514,1447.8173,0.2658,14,H2D
1449.3304,1449.5943,0.2639,13,H2D
1449.3530,1449.5857,0.2327,15,kernel
1449.5787,1452.1046,2.5260,14,kernel
1449.5905,1449.8324,0.2419,15,D2H
1450.6645,1450.9389,0.2744,15,H2D
1451.9921,1452.2259,0.2338,16,kernel
1452.2185,1454.7677,2.5493,13,kernel
1452.2347,1452.4819,0.2472,16,D2H
1453.1086,1453.3742,0.2656,16,H2D
1454.6642,1457.2696,2.6054,15,kernel
1457.1564,1457.3916,0.2352,14,kernel
1457.3845,1459.9406,2.5561,16,kernel
1457.4012,1457.6415,0.2403,14,D2H
1458.3944,1458.6927,0.2983,14,H2D
1459.8298,1460.0672,0.2374,13,kernel
1460.0598,1460.2483,0.1885,15,kernel
1460.0710,1460.3117,0.2407,13,D2H
1460.2413,1462.8037,2.5624,14,kernel
1460.3159,1460.5564,0.2405,15,D2H
1461.8644,1462.1247,0.2603,13,H2D
1462.4572,1462.7249,0.2676,15,H2D
1462.6884,1462.9229,0.2345,16,kernel
1462.9152,1465.4604,2.5452,13,kernel
1462.9292,1463.1758,0.2467,16,D2H
1465.3606,1467.9635,2.6029,15,kernel
1465.6465,1465.9197,0.2732,16,H2D
1467.8535,1468.0891,0.2356,14,kernel
1468.0816,1468.2700,0.1884,13,kernel
1468.1018,1468.3423,0.2405,14,D2H
1468.2629,1470.8173,2.5544,16,kernel
1468.3466,1468.5873,0.2407,13,D2H
1469.0080,1469.2755,0.2674,14,H2D
1470.7092,1470.9449,0.2357,15,kernel
1470.9378,1473.5390,2.6013,14,kernel
1470.9493,1471.1897,0.2403,15,D2H
1471.2058,1471.4663,0.2605,13,H2D
1473.4237,1473.6636,0.2400,16,kernel
1473.6564,1476.2759,2.6196,13,kernel
1473.6717,1473.9121,0.2404,16,D2H
1473.9700,1474.2370,0.2670,15,H2D
1474.7217,1474.9870,0.2653,16,H2D
1476.1645,1476.4056,0.2412,14,kernel
1476.3979,1479.0153,2.6175,15,kernel
1476.4094,1476.6499,0.2404,14,D2H
1478.3883,1478.6553,0.2670,14,H2D
1478.9053,1481.5725,2.6671,16,kernel
1481.4587,1481.6998,0.2410,13,kernel
1481.6923,1484.3031,2.6108,14,kernel
1481.7043,1481.9448,0.2404,13,D2H
1482.5922,1482.8586,0.2664,13,H2D
1484.1980,1484.4384,0.2404,15,kernel
1484.4310,1484.6242,0.1932,16,kernel
1484.4417,1484.6821,0.2404,15,D2H
1484.6165,1487.2382,2.6217,13,kernel
1484.6866,1484.9270,0.2404,16,D2H
1486.2138,1486.4812,0.2674,15,H2D
1487.1219,1487.3624,0.2406,14,kernel
1487.3552,1489.9805,2.6253,15,kernel
1487.3733,1487.6553,0.2820,14,D2H
1487.4758,1487.7692,0.2934,16,H2D
1488.2577,1488.5249,0.2672,14,H2D
1489.8624,1490.1029,0.2404,13,kernel
1490.0954,1492.7056,2.6102,16,kernel
1490.1072,1490.3541,0.2469,13,D2H
1491.1875,1491.4543,0.2668,13,H2D
1492.6035,1495.2694,2.6659,14,kernel
1495.1542,1495.3959,0.2417,15,kernel
1495.3886,1498.0072,2.6186,13,kernel
1495.4017,1495.6421,0.2403,15,D2H
1496.3390,1496.6059,0.2668,15,H2D
1497.8956,1498.1361,0.2405,16,kernel
1498.1282,1498.3215,0.1933,14,kernel
1498.1409,1498.3814,0.2405,16,D2H
1498.3140,1500.9305,2.6165,15,kernel
1498.3858,1498.6265,0.2407,14,D2H
1499.0423,1499.3039,0.2616,16,H2D
1500.8214,1501.0613,0.2399,13,kernel
1501.0537,1503.6730,2.6193,16,kernel
1501.0636,1501.3040,0.2404,13,D2H
1501.4621,1501.7290,0.2669,14,H2D
1503.5605,1503.8001,0.2396,15,kernel
1503.7931,1506.4104,2.6173,14,kernel
1503.8050,1504.0931,0.2882,15,D2H
1503.8868,1504.1834,0.2966,13,H2D
1504.8431,1505.1107,0.2676,15,H2D
1506.3002,1506.5402,0.2401,16,kernel
1506.5325,1509.1437,2.6112,13,kernel
1506.5451,1506.7925,0.2474,16,D2H
1507.3930,1507.6603,0.2674,16,H2D
1509.0396,1511.7054,2.6658,15,kernel
1511.5882,1511.8307,0.2425,14,kernel
1511.8235,1514.4344,2.6109,16,kernel
1511.8410,1512.0814,0.2404,14,D2H
1512.7376,1513.0034,0.2658,14,H2D
1514.3283,1514.5689,0.2406,13,kernel
1514.5616,1514.7544,0.1928,15,kernel
1514.5712,1514.8118,0.2405,13,D2H
1514.7472,1517.3630,2.6157,14,kernel
1514.8161,1515.0566,0.2405,15,D2H
1517.2517,1517.4930,0.2413,16,kernel
1517.3932,1517.6846,0.2914,13,H2D
1517.4858,1517.6787,0.1929,14,kernel
1517.4981,1517.7824,0.2843,16,D2H
1517.6901,1520.2971,2.6070,13,kernel
1517.7864,1518.0268,0.2404,14,D2H
1519.6251,1519.8926,0.2675,15,H2D
1520.1951,1522.8618,2.6668,15,kernel
1522.7464,1522.9861,0.2396,13,kernel
1522.9786,1523.1706,0.1920,15,kernel
1522.9938,1523.2344,0.2406,13,D2H
1523.2387,1523.4791,0.2403,15,D2H
1523.8093,1524.0686,0.2593,14,H2D
1524.0782,1526.6719,2.5937,14,kernel
1526.5899,1526.8526,0.2627,13,H2D
1526.6727,1526.8653,0.1925,14,kernel
1526.8554,1527.1686,0.3131,15,H2D
1526.8638,1529.4785,2.6147,13,kernel
1526.8780,1527.1962,0.3181,14,D2H
1527.1723,1527.4405,0.2682,16,H2D
1528.6420,1528.9149,0.2729,14,H2D
1529.3691,1532.0263,2.6572,15,kernel
1531.9228,1534.5682,2.6454,16,kernel
1534.4622,1537.0628,2.6006,14,kernel
1536.9528,1537.1892,0.2363,13,kernel
1537.1817,1537.3704,0.1886,15,kernel
1537.1982,1537.4386,0.2404,13,D2H
1537.3631,1537.5516,0.1885,16,kernel
1537.4430,1537.6834,0.2404,15,D2H
1537.5445,1537.7320,0.1875,14,kernel
1537.6880,1537.9284,0.2404,16,D2H
1537.9330,1538.1732,0.2402,14,D2H
1540.7780,1541.0374,0.2594,13,H2D
1541.0455,1543.5771,2.5317,13,kernel
1543.5779,1543.7645,0.1866,13,kernel
1543.7735,1544.0138,0.2403,13,D2H
1544.6136,1544.8729,0.2594,14,H2D
1544.8823,1547.4341,2.5518,14,kernel
1545.4086,1545.6799,0.2713,13,H2D
1545.6828,1545.9559,0.2731,15,H2D
1545.9588,1546.2339,0.2751,16,H2D
1547.3314,1549.9246,2.5932,13,kernel
1549.8206,1552.4138,2.5932,15,kernel
1552.3107,1554.8260,2.5153,16,kernel
1554.7186,1554.9453,0.2267,14,kernel
1554.9382,1555.1206,0.1824,13,kernel
1554.9493,1555.1897,0.2404,14,D2H
1555.1136,1555.2951,0.1814,15,kernel
1555.1941,1555.4344,0.2403,13,D2H
1555.2883,1555.4691,0.1809,16,kernel
1555.4388,1555.6792,0.2403,15,D2H
1555.6838,1555.9241,0.2403,16,D2H
1557.6354,1557.8953,0.2599,14,H2D
1557.9021,1560.3546,2.4525,14,kernel
1558.4410,1558.7125,0.2715,13,H2D
1558.7156,1558.9902,0.2746,15,H2D
1558.9936,1559.2662,0.2727,16,H2D
1560.2574,1562.7560,2.4986,13,kernel
1562.6593,1565.1553,2.4960,15,kernel
1565.0581,1567.5646,2.5065,16,kernel
1567.4596,1567.6857,0.2261,14,kernel
1567.6788,1567.8612,0.1824,13,kernel
1567.6905,1567.9310,0.2405,14,D2H
1567.8543,1568.0359,0.1816,15,kernel
1567.9352,1568.1756,0.2403,13,D2H
1568.0290,1568.2106,0.1815,16,kernel
1568.1800,1568.4204,0.2403,15,D2H
1568.4249,1568.6666,0.2417,16,D2H
1570.1819,1570.4415,0.2596,14,H2D
1570.4466,1572.8814,2.4348,14,kernel
1571.0807,1571.3532,0.2725,13,H2D
1571.3561,1571.6291,0.2731,15,H2D
1571.6324,1571.9048,0.2723,16,H2D
1572.7826,1575.2205,2.4379,13,kernel
1575.1241,1577.5635,2.4394,15,kernel
1577.4679,1579.9135,2.4456,16,kernel
1579.8117,1580.0330,0.2213,14,kernel
1580.0260,1580.2041,0.1781,13,kernel
1580.0369,1580.2773,0.2404,14,D2H
1580.1973,1580.3749,0.1776,15,kernel
1580.2816,1580.5219,0.2404,13,D2H
1580.3682,1580.5457,0.1774,16,kernel
1580.5263,1580.7672,0.2409,15,D2H
1580.7715,1581.0118,0.2403,16,D2H
1582.6372,1582.8971,0.2599,14,H2D
1582.9022,1585.2841,2.3818,14,kernel
1585.2849,1585.4624,0.1775,14,kernel
1585.2927,1585.5709,0.2782,13,H2D
1585.4815,1585.8002,0.3187,14,D2H
1585.5749,1585.8804,0.3055,15,H2D
1585.5855,1587.9867,2.4012,13,kernel
1585.8832,1586.1497,0.2665,16,H2D
1587.8870,1590.3271,2.4402,15,kernel
1588.0474,1588.3142,0.2668,14,H2D
1590.2315,1592.6771,2.4456,16,kernel
1592.5728,1592.7943,0.2215,13,kernel
1592.7873,1595.1926,2.4054,14,kernel
1592.8019,1593.0421,0.2403,13,D2H
1593.9386,1594.2002,0.2616,13,H2D
1595.0821,1595.3052,0.2231,15,kernel
1595.2987,1595.4767,0.1780,16,kernel
1595.3093,1595.5502,0.2409,15,D2H
1595.4696,1597.8734,2.4038,13,kernel
1595.5547,1595.7949,0.2403,16,D2H
1597.1032,1597.3713,0.2681,15,H2D
1597.3740,1597.6410,0.2670,16,H2D
1597.7665,1597.9878,0.2214,14,kernel
1597.9811,1600.3755,2.3944,15,kernel
1597.9981,1598.2383,0.2402,14,D2H
1598.9577,1599.2251,0.2674,14,H2D
1600.2791,1602.7222,2.4432,16,kernel
1602.6150,1602.8377,0.2227,13,kernel
1602.8308,1605.2370,2.4062,14,kernel
1602.8458,1603.0861,0.2403,13,D2H
1604.0069,1604.2677,0.2608,13,H2D
1605.1286,1605.3488,0.2202,15,kernel
1605.3418,1605.5194,0.1776,16,kernel
1605.3518,1605.5925,0.2407,15,D2H
1605.5128,1607.9110,2.3983,13,kernel
1605.5968,1605.8370,0.2402,16,D2H
1607.8074,1608.0301,0.2227,14,kernel
1608.0229,1608.1995,0.1767,13,kernel
1608.0311,1608.2714,0.2402,14,D2H
1608.2757,1608.5160,0.2403,13,D2H
1610.3508,1610.6103,0.2594,15,H2D
1610.6134,1612.9947,2.3813,15,kernel
1612.9954,1613.1777,0.1823,15,kernel
1613.1858,1613.4260,0.2402,15,D2H
1619.0557,1619.3303,0.2746,13,H2D
1619.3334,1619.6094,0.2761,14,H2D
1619.3352,1621.8910,2.5558,13,kernel
1619.6132,1619.8880,0.2748,15,H2D
1619.8911,1620.1639,0.2728,16,H2D
1621.7885,1624.3928,2.6043,14,kernel
1624.2895,1626.8887,2.5992,15,kernel
1626.7847,1629.3926,2.6079,16,kernel
1629.2812,1629.5166,0.2354,13,kernel
1629.5092,1629.6985,0.1893,14,kernel
1629.5202,1629.7606,0.2404,13,D2H
1629.6908,1629.8798,0.1890,15,kernel
1629.7650,1630.0054,0.2404,14,D2H
1629.8723,1630.0600,0.1877,16,kernel
1630.0097,1630.2502,0.2404,15,D2H
1630.2546,1630.4949,0.2403,16,D2H
1633.6712,1633.9372,0.2660,13,H2D
1633.9427,1636.4716,2.5289,13,kernel
1635.2536,1635.5210,0.2673,14,H2D
1635.5245,1635.8004,0.2759,15,H2D
1635.8035,1636.0775,0.2740,16,H2D
1636.3730,1638.8816,2.5086,14,kernel
1638.7770,1641.2802,2.5031,15,kernel
1641.1806,1643.6910,2.5104,16,kernel
1643.5839,1643.8125,0.2286,13,kernel
1643.8050,1643.9872,0.1822,14,kernel
1643.8147,1644.0552,0.2405,13,D2H
1643.9804,1644.1628,0.1824,15,kernel
1644.0595,1644.3000,0.2405,14,D2H
1644.1557,1644.3376,0.1819,16,kernel
1644.3041,1644.5444,0.2403,15,D2H
1644.5496,1644.7898,0.2402,16,D2H
1648.0605,1648.3203,0.2597,13,H2D
1648.3304,1650.7891,2.4587,13,kernel
1648.8494,1649.1190,0.2696,14,H2D
1649.1230,1649.3996,0.2766,15,H2D
1649.4027,1649.6761,0.2734,16,H2D
1650.6917,1653.1932,2.5015,14,kernel
1653.0956,1655.4121,2.3165,15,kernel
1655.3134,1657.6194,2.3060,16,kernel
1657.5222,1657.7304,0.2083,13,kernel
1657.7240,1657.8921,0.1682,14,kernel
1657.7407,1657.9810,0.2403,13,D2H
1657.8858,1658.0537,0.1679,15,kernel
1657.9852,1658.2295,0.2442,14,D2H
1658.0471,1658.2144,0.1673,16,kernel
1658.2353,1658.4754,0.2401,15,D2H
1658.4798,1658.7200,0.2402,16,D2H
1661.7602,1662.0185,0.2583,13,H2D
1662.0272,1664.2704,2.2432,13,kernel
1664.2712,1664.4370,0.1658,13,kernel
1664.4409,1664.6810,0.2401,13,D2H
1665.7786,1666.0480,0.2694,14,H2D
1666.0542,1668.3120,2.2577,14,kernel
1667.8318,1668.1113,0.2795,13,H2D
1668.1146,1668.3869,0.2723,15,H2D
1668.2189,1670.5261,2.3072,13,kernel
1668.3894,1668.6553,0.2658,16,H2D
1670.4284,1670.6358,0.2074,14,kernel
1670.6296,1672.8871,2.2575,15,kernel
1670.6466,1670.8868,0.2402,14,D2H
1671.8214,1672.0873,0.2658,14,H2D
1672.7960,1675.0276,2.2316,16,kernel
1674.9376,1675.1402,0.2027,13,kernel
1675.1341,1677.3299,2.1957,14,kernel
1675.1422,1675.3824,0.2402,13,D2H
1676.5225,1676.7827,0.2602,13,H2D
1677.2311,1677.4329,0.2018,15,kernel
1677.4268,1677.5898,0.1630,16,kernel
1677.4350,1677.6752,0.2402,15,D2H
1677.5836,1679.7809,2.1973,13,kernel
1677.6795,1677.9196,0.2401,16,D2H
1679.6796,1679.8822,0.2026,14,kernel
1679.8761,1680.0382,0.1621,13,kernel
1679.8908,1680.1311,0.2403,14,D2H
1680.1363,1680.3765,0.2402,13,D2H
1683.3590,1683.6173,0.2582,15,H2D
1683.6228,1685.7903,2.1674,15,kernel
1685.7910,1685.9520,0.1610,15,kernel
1685.9577,1686.1977,0.2400,15,D2H
1692.6023,1692.8663,0.2640,13,H2D
1692.8689,1693.1440,0.2751,14,H2D
1692.8775,1695.0291,2.1516,13,kernel
1693.1470,1693.4226,0.2756,15,H2D
1693.4254,1693.6989,0.2736,16,H2D
1694.9425,1697.1204,2.1778,14,kernel
1697.0345,1699.2102,2.1757,15,kernel
1699.1228,1701.3007,2.1778,16,kernel
1701.2136,1701.4122,0.1986,13,kernel
1701.4057,1701.5654,0.1597,14,kernel
1701.4202,1701.6606,0.2403,13,D2H
1701.5593,1701.7187,0.1594,15,kernel
1701.6646,1701.9048,0.2402,14,D2H
1701.7125,1701.8717,0.1592,16,kernel
1701.9096,1702.1496,0.2400,15,D2H
1702.1540,1702.3941,0.2401,16,D2H
1705.8397,1706.1039,0.2642,13,H2D
1706.1057,1706.3822,0.2765,14,H2D
1706.1093,1708.2466,2.1373,13,kernel
1706.3853,1706.6607,0.2754,15,H2D
1706.6638,1706.9380,0.2742,16,H2D
1708.1612,1710.3391,2.1779,14,kernel
1710.2542,1712.4298,2.1755,15,kernel
1712.3430,1714.5217,2.1787,16,kernel
1714.4314,1714.6305,0.1991,13,kernel
1714.6244,1714.7841,0.1597,14,kernel
1714.6388,1714.8791,0.2403,13,D2H
1714.7780,1714.9378,0.1598,15,kernel
1714.8834,1715.1237,0.2403,14,D2H
1714.9315,1715.0908,0.1593,16,kernel
1715.1279,1715.3679,0.2400,15,D2H
1715.3730,1715.6131,0.2401,16,D2H
1719.0658,1719.3251,0.2593,13,H2D
1719.3299,1721.4520,2.1221,13,kernel
1721.4526,1721.6101,0.1574,13,kernel
1721.6187,1721.8588,0.2401,13,D2H
1722.3895,1722.6488,0.2593,14,H2D
1722.6558,1724.7963,2.1406,14,kernel
1724.1966,1724.4679,0.2714,13,H2D
1724.4719,1724.7486,0.2767,15,H2D
1724.7059,1726.8821,2.1762,13,kernel
1724.7515,1725.0268,0.2753,16,H2D
1726.7968,1728.9784,2.1816,15,kernel
1728.8860,1729.0858,0.1997,14,kernel
1729.0797,1731.2184,2.1387,16,kernel
1729.0876,1729.3277,0.2401,14,D2H
1730.6748,1730.9407,0.2659,14,H2D
1731.1325,1731.3296,0.1971,13,kernel
1731.3235,1731.4829,0.1594,15,kernel
1731.3410,1731.5812,0.2402,13,D2H
1731.4768,1733.6211,2.1443,14,kernel
1731.5853,1731.8255,0.2402,15,D2H
1733.5278,1733.7264,0.1986,16,kernel
1733.7200,1733.8788,0.1589,14,kernel
1733.7312,1733.9936,0.2624,16,D2H
1733.8943,1734.2041,0.3098,13,H2D
1734.0036,1734.2898,0.2862,14,D2H
1734.2083,1736.3477,2.1394,13,kernel
1735.2351,1735.5020,0.2669,15,H2D
1736.2583,1738.5095,2.2512,15,kernel
1738.4142,1738.6211,0.2069,13,kernel
1738.6146,1738.7803,0.1657,15,kernel
1738.6248,1738.8651,0.2403,13,D2H
1738.8692,1739.1095,0.2403,15,D2H
1739.2080,1739.4667,0.2587,14,H2D
1739.4746,1741.6925,2.2178,14,kernel
1741.6932,1741.8575,0.1643,14,kernel
1741.8658,1742.1059,0.2401,14,D2H
1745.5577,1745.8177,0.2600,13,H2D
1745.8264,1748.0454,2.2190,13,kernel
1748.0461,1748.2105,0.1644,13,kernel
1748.2117,1748.4518,0.2401,13,D2H
