start_ms,end_ms,dur_ms,stream,kind
2254.5970,2254.7631,0.1661,14,kernel
2254.6911,2254.9317,0.2406,16,D2H
2254.7566,2254.9220,0.1654,13,kernel
2254.9361,2255.1763,0.2401,14,D2H
2255.1804,2255.4205,0.2401,13,D2H
2260.4129,2260.6813,0.2683,15,H2D
2260.6891,2263.0015,2.3123,15,kernel
2263.0023,2263.1744,0.1722,15,kernel
2263.1786,2263.4188,0.2401,15,D2H
2271.9885,2272.2539,0.2653,13,H2D
2272.2565,2272.5321,0.2756,14,H2D
2272.2642,2274.6114,2.3472,13,kernel
2272.5349,2272.8101,0.2751,15,H2D
2272.8128,2273.0864,0.2737,16,H2D
2274.5190,2276.9093,2.3904,14,kernel
2276.8107,2279.2048,2.3942,15,kernel
2279.1042,2281.4391,2.3350,16,kernel
2281.3476,2281.5430,0.1954,13,kernel
2281.5367,2281.6939,0.1571,14,kernel
2281.5486,2281.7890,0.2404,13,D2H
2281.6880,2281.8447,0.1567,15,kernel
2281.7930,2282.0331,0.2401,14,D2H
2281.8386,2281.9949,0.1564,16,kernel
2282.0372,2282.2772,0.2400,15,D2H
2282.2817,2282.5217,0.2401,16,D2H
2285.4378,2285.7037,0.2659,13,H2D
2285.7062,2285.9833,0.2771,14,H2D
2285.7130,2287.8341,2.1210,13,kernel
2285.9865,2286.2628,0.2763,15,H2D
2286.2658,2286.5407,0.2750,16,H2D
2287.7461,2289.8987,2.1526,14,kernel
2289.8131,2291.9748,2.1616,15,kernel
2291.8855,2294.0475,2.1620,16,kernel
2293.9534,2294.1506,0.1973,13,kernel
2294.1447,2294.3027,0.1580,14,kernel
2294.1597,2294.3998,0.2402,13,D2H
2294.2967,2294.4548,0.1581,15,kernel
2294.4039,2294.6443,0.2404,14,D2H
2294.4486,2294.6065,0.1579,16,kernel
2294.6483,2294.8883,0.2400,15,D2H
2294.8928,2295.1329,0.2401,16,D2H
2297.6069,2297.8666,0.2597,13,H2D
2297.8758,2299.9929,2.1171,13,kernel
2298.3443,2298.6161,0.2718,14,H2D
2298.6193,2298.8955,0.2762,15,H2D
2298.8994,2299.1736,0.2742,16,H2D
2299.9050,2302.1215,2.2165,14,kernel
2302.0387,2304.2854,2.2467,15,kernel
2304.1960,2306.4489,2.2529,16,kernel
2306.3539,2306.5582,0.2043,13,kernel
2306.5518,2306.7165,0.1647,14,kernel
2306.5609,2306.8011,0.2402,13,D2H
2306.7102,2306.8747,0.1645,15,kernel
2306.8052,2307.0454,0.2402,14,D2H
2306.8685,2307.0320,0.1635,16,kernel
2307.0497,2307.2899,0.2402,15,D2H
2307.2944,2307.5345,0.2401,16,D2H
2314.4857,2314.7455,0.2597,13,H2D
2314.7510,2316.9590,2.2080,13,kernel
2315.3347,2315.6042,0.2695,14,H2D
2315.6083,2315.8835,0.2753,15,H2D
2315.8862,2316.1589,0.2727,16,H2D
2316.8714,2319.1238,2.2524,14,kernel
2319.0310,2321.2559,2.2249,15,kernel
2321.1703,2323.3151,2.1448,16,kernel
2323.2209,2323.4145,0.1936,13,kernel
2323.4084,2323.5651,0.1567,14,kernel
2323.4231,2323.6633,0.2402,13,D2H
2323.5593,2323.7165,0.1571,15,kernel
2323.6673,2323.9074,0.2401,14,D2H
2323.7100,2323.8662,0.1562,16,kernel
2323.9114,2324.1514,0.2400,15,D2H
2324.1557,2324.3958,0.2401,16,D2H
2327.0947,2327.3604,0.2657,13,H2D
2327.3629,2327.6384,0.2755,14,H2D
2327.3715,2329.4697,2.0983,13,kernel
2327.6416,2327.9161,0.2745,15,H2D
2327.9197,2328.1935,0.2738,16,H2D
2329.3817,2331.5186,2.1369,14,kernel
2331.4326,2333.5686,2.1360,15,kernel
2333.4819,2335.6197,2.1378,16,kernel
2335.5287,2335.7237,0.1950,13,kernel
2335.7177,2335.8743,0.1566,14,kernel
2335.7321,2335.9723,0.2402,13,D2H
2335.8684,2336.0250,0.1566,15,kernel
2335.9764,2336.2166,0.2402,14,D2H
2336.0188,2336.1746,0.1558,16,kernel
2336.2211,2336.4612,0.2400,15,D2H
2336.4656,2336.7057,0.2401,16,D2H
2339.3603,2339.6242,0.2639,13,H2D
2339.6271,2339.9033,0.2762,14,H2D
2339.6356,2341.7363,2.1007,13,kernel
2339.9060,2340.1805,0.2745,15,H2D
2340.1834,2340.4569,0.2736,16,H2D
2341.6458,2343.7967,2.1509,14,kernel
2343.7045,2346.0057,2.3012,15,kernel
2345.9088,2348.2173,2.3086,16,kernel
2348.1160,2348.3249,0.2090,13,kernel
2348.3184,2348.4867,0.1682,14,kernel
2348.3321,2348.5724,0.2402,13,D2H
2348.4803,2348.6482,0.1679,15,kernel
2348.5767,2348.8169,0.2402,14,D2H
2348.6418,2348.8087,0.1669,16,kernel
2348.8211,2349.0612,0.2401,15,D2H
2349.0656,2349.3058,0.2402,16,D2H
2352.2873,2352.5505,0.2631,13,H2D
2352.5534,2352.8298,0.2763,14,H2D
2352.5544,2354.8114,2.2570,13,kernel
2352.8325,2353.1068,0.2744,15,H2D
2353.1098,2353.3836,0.2738,16,H2D
2354.7204,2357.0217,2.3013,14,kernel
2356.9257,2359.2240,2.2982,15,kernel
2359.1328,2361.4383,2.3055,16,kernel
2361.3387,2361.5473,0.2086,13,kernel
2361.5410,2361.7089,0.1679,14,kernel
2361.5557,2361.7961,0.2404,13,D2H
2361.7025,2361.8705,0.1680,15,kernel
2361.8002,2362.0405,0.2402,14,D2H
2361.8641,2362.0313,0.1673,16,kernel
2362.0447,2362.2848,0.2401,15,D2H
2362.2898,2362.5300,0.2402,16,D2H
2365.0056,2365.2712,0.2656,13,H2D
2365.2743,2365.5509,0.2766,14,H2D
2365.2749,2367.5334,2.2585,13,kernel
2365.5541,2365.8292,0.2752,15,H2D
2365.8325,2366.1074,0.2748,16,H2D
2367.4386,2369.7406,2.3020,14,kernel
2369.6462,2371.9465,2.3004,15,kernel
2371.8519,2374.1477,2.2958,16,kernel
2374.0558,2374.2635,0.2077,13,kernel
2374.2571,2374.4254,0.1682,14,kernel
2374.2715,2374.5117,0.2402,13,D2H
2374.4185,2374.5864,0.1679,15,kernel
2374.5159,2374.7561,0.2402,14,D2H
2374.5799,2374.7467,0.1669,16,kernel
2374.7612,2375.0013,0.2401,15,D2H
2375.0058,2375.2460,0.2402,16,D2H
2378.3126,2378.5720,0.2593,13,H2D
2378.5796,2380.8396,2.2600,13,kernel
2379.1979,2379.4691,0.2712,14,H2D
2379.4725,2379.7467,0.2742,15,H2D
2379.7495,2380.0228,0.2733,16,H2D
2380.7409,2383.0790,2.3380,14,kernel
2382.9848,2385.3400,2.3551,15,kernel
2385.2445,2387.5990,2.3545,16,kernel
2387.5001,2387.7135,0.2135,13,kernel
2387.7070,2387.8787,0.1717,14,kernel
2387.7197,2387.9600,0.2403,13,D2H
2387.8720,2388.0441,0.1721,15,kernel
2387.9642,2388.2044,0.2402,14,D2H
2388.0370,2388.2077,0.1707,16,kernel
2388.2096,2388.4498,0.2402,15,D2H
2388.4542,2388.6944,0.2402,16,D2H
2391.3232,2391.5849,0.2618,13,H2D
2391.5867,2391.8483,0.2615,14,H2D
2391.5903,2393.9049,2.3146,13,kernel
2391.8508,2392.1171,0.2662,15,H2D
2393.0781,2393.3521,0.2740,16,H2D
2393.8095,2396.1610,2.3515,14,kernel
2396.0655,2398.4172,2.3517,15,kernel
2398.3245,2400.6895,2.3650,16,kernel
2400.5795,2400.7933,0.2137,13,kernel
2400.7869,2400.9587,0.1718,14,kernel
2400.8006,2401.0409,0.2403,13,D2H
2400.9521,2401.1238,0.1717,15,kernel
2401.0452,2401.2856,0.2403,14,D2H
2401.1170,2401.2880,0.1710,16,kernel
2401.2899,2401.5300,0.2402,15,D2H
2401.5346,2401.7748,0.2402,16,D2H
2404.1373,2404.3989,0.2616,13,H2D
2404.4033,2406.7158,2.3126,13,kernel
2405.4446,2405.7171,0.2725,14,H2D
2405.7201,2405.9955,0.2754,15,H2D
2405.9984,2406.2706,0.2722,16,H2D
2406.6189,2408.9704,2.3515,14,kernel
2408.8748,2411.2312,2.3564,15,kernel
2411.1333,2413.4884,2.3551,16,kernel
2413.3893,2413.6030,0.2137,13,kernel
2413.5966,2413.7685,0.1719,14,kernel
2413.6048,2413.8451,0.2402,13,D2H
2413.7618,2413.9333,0.1715,15,kernel
2413.8493,2414.0895,0.2402,14,D2H
2413.9266,2414.0979,0.1714,16,kernel
2414.0938,2414.3340,0.2402,15,D2H
2414.3393,2414.5794,0.2401,16,D2H
2417.8457,2418.1055,0.2598,13,H2D
2418.1123,2420.4063,2.2940,13,kernel
2420.4070,2420.5766,0.1696,13,kernel
2420.5782,2420.8184,0.2402,13,D2H
2422.0296,2422.2870,0.2574,14,H2D
2422.2940,2424.5993,2.3053,14,kernel
2422.9050,2423.1760,0.2711,13,H2D
2423.1793,2423.4534,0.2741,15,H2D
2423.4563,2423.7298,0.2735,16,H2D
2424.5091,2426.8618,2.3527,13,kernel
2426.7659,2429.1205,2.3546,15,kernel
2429.0232,2431.3798,2.3566,16,kernel
2431.2813,2431.4950,0.2138,14,kernel
2431.4883,2431.6599,0.1716,13,kernel
2431.4995,2431.7397,0.2401,14,D2H
2431.6531,2431.8245,0.1714,15,kernel
2431.7440,2431.9843,0.2403,13,D2H
2431.8180,2431.9887,0.1707,16,kernel
2431.9884,2432.2286,0.2402,15,D2H
2432.2331,2432.4733,0.2402,16,D2H
2437.0793,2437.3386,0.2593,14,H2D
2437.3444,2439.6378,2.2934,14,kernel
2439.6385,2439.8079,0.1694,14,kernel
2439.8103,2440.0548,0.2445,14,D2H
2440.0351,2440.2982,0.2631,13,H2D
2440.3060,2442.6142,2.3082,13,kernel
2442.2828,2442.5562,0.2734,14,H2D
2442.5597,2442.8284,0.2687,15,H2D
2442.5607,2444.8577,2.2970,14,kernel
2442.8311,2443.0979,0.2668,16,H2D
2444.7654,2444.9693,0.2039,13,kernel
2444.9631,2447.1683,2.2052,15,kernel
2444.9799,2445.2201,0.2402,13,D2H
2446.1212,2446.3903,0.2691,13,H2D
2447.0811,2449.3380,2.2570,16,kernel
2449.2383,2449.4442,0.2058,14,kernel
2449.4379,2451.6556,2.2178,13,kernel
2449.4493,2449.6894,0.2401,14,D2H
2450.4543,2450.7151,0.2608,14,H2D
2451.5583,2451.7616,0.2033,15,kernel
2451.7553,2451.9196,0.1643,16,kernel
2451.7673,2452.0074,0.2401,15,D2H
2451.9135,2454.1289,2.2153,14,kernel
2452.0118,2452.2519,0.2402,16,D2H
2454.0316,2454.2378,0.2062,13,kernel
2454.1171,2454.3999,0.2828,15,H2D
2454.2313,2454.3960,0.1647,14,kernel
2454.2454,2454.5224,0.2770,13,D2H
2454.4112,2456.6207,2.2095,15,kernel
2454.5262,2454.7662,0.2400,14,D2H
2454.9508,2455.2108,0.2600,16,H2D
2456.5292,2458.7830,2.2538,16,kernel
2458.2547,2458.5192,0.2645,13,H2D
2458.5217,2458.7889,0.2672,14,H2D
2458.6886,2458.8924,0.2038,15,kernel
2458.8864,2461.1028,2.2164,13,kernel
2458.8971,2459.1372,0.2401,15,D2H
2461.0055,2461.2095,0.2041,16,kernel
2461.2032,2463.5577,2.3545,14,kernel
2461.2182,2461.4583,0.2401,16,D2H
2463.4514,2463.6785,0.2270,13,kernel
2463.6715,2463.8531,0.1816,14,kernel
2463.6865,2463.9270,0.2405,13,D2H
2463.9311,2464.2262,0.2950,14,D2H
2464.0113,2464.3159,0.3047,15,H2D
2464.3203,2466.7623,2.4420,15,kernel
2466.7630,2466.9427,0.1797,15,kernel
2466.9501,2467.1903,0.2402,15,D2H
2471.7977,2472.0649,0.2672,13,H2D
2472.0679,2472.3437,0.2758,14,H2D
2472.0689,2474.5289,2.4599,13,kernel
2472.3473,2472.6220,0.2747,15,H2D
2472.6247,2472.8981,0.2734,16,H2D
2474.4283,2476.9390,2.5107,14,kernel
2476.8334,2479.3379,2.5044,15,kernel
2479.2382,2481.7452,2.5070,16,kernel
2481.6405,2481.8701,0.2296,13,kernel
2481.8632,2482.0455,0.1824,14,kernel
2481.8753,2482.1157,0.2404,13,D2H
2482.0387,2482.2167,0.1780,15,kernel
2482.1199,2482.3602,0.2402,14,D2H
2482.2101,2482.3868,0.1767,16,kernel
2482.3645,2482.6048,0.2402,15,D2H
2482.6093,2482.8495,0.2403,16,D2H
2485.6106,2485.8694,0.2588,13,H2D
2485.8781,2488.2753,2.3972,13,kernel
2487.3510,2487.6220,0.2710,14,H2D
2487.6248,2487.9003,0.2755,15,H2D
2487.9037,2488.1783,0.2746,16,H2D
2488.1773,2490.6187,2.4413,14,kernel
2490.5202,2492.9532,2.4329,15,kernel
2492.8624,2495.3087,2.4463,16,kernel
2495.2026,2495.4233,0.2207,13,kernel
2495.4164,2495.5942,0.1778,14,kernel
2495.4288,2495.6691,0.2403,13,D2H
2495.5873,2495.7647,0.1774,15,kernel
2495.6734,2495.9137,0.2403,14,D2H
2495.7582,2495.9350,0.1768,16,kernel
2495.9182,2496.1585,0.2403,15,D2H
2496.1632,2496.4034,0.2403,16,D2H
2499.7527,2500.0130,0.2602,13,H2D
2500.0223,2502.4143,2.3920,13,kernel
2501.3174,2501.5885,0.2711,14,H2D
2501.5913,2501.8675,0.2762,15,H2D
2501.8704,2502.1446,0.2742,16,H2D
2502.3195,2504.7102,2.3906,14,kernel
2504.6128,2507.0084,2.3956,15,kernel
2506.9072,2509.2945,2.3873,16,kernel
2509.1986,2509.4157,0.2171,13,kernel
2509.4091,2509.5832,0.1741,14,kernel
2509.4231,2509.6635,0.2404,13,D2H
2509.5766,2509.7508,0.1741,15,kernel
2509.6677,2509.9080,0.2403,14,D2H
2509.7439,2509.9173,0.1733,16,kernel
2509.9122,2510.1524,0.2402,15,D2H
2510.1569,2510.3971,0.2402,16,D2H
2513.6183,2513.8781,0.2598,13,H2D
2513.8880,2516.2205,2.3326,13,kernel
2516.2214,2516.3950,0.1736,13,kernel
2516.2448,2516.5255,0.2807,14,H2D
2516.4031,2516.7199,0.3167,13,D2H
2516.5290,2516.8341,0.3051,15,H2D
2516.5360,2518.8866,2.3506,14,kernel
2516.8371,2517.1052,0.2681,16,H2D
2518.0085,2518.2822,0.2737,13,H2D
2518.7896,2521.1754,2.3858,15,kernel
2521.0788,2523.4375,2.3588,16,kernel
2523.3462,2525.6767,2.3306,13,kernel
2525.5766,2525.7888,0.2122,14,kernel
2525.7819,2525.9518,0.1699,15,kernel
2525.7953,2526.0356,0.2403,14,D2H
2525.9454,2526.1148,0.1694,16,kernel
2526.0398,2526.2802,0.2404,15,D2H
2526.1084,2526.2776,0.1692,13,kernel
2526.2846,2526.5247,0.2401,16,D2H
2526.5292,2526.7695,0.2402,13,D2H
2529.8560,2530.1153,0.2593,14,H2D
2530.1218,2532.3884,2.2666,14,kernel
2532.3892,2532.5570,0.1677,14,kernel
2532.5634,2532.8035,0.2401,14,D2H
2533.9726,2534.2322,0.2596,13,H2D
2534.2405,2536.5264,2.2859,13,kernel
2535.9690,2536.2495,0.2805,14,H2D
2536.2526,2536.5348,0.2822,15,H2D
2536.4288,2538.7616,2.3328,14,kernel
2536.5375,2536.8177,0.2802,16,H2D
2538.6598,2538.8721,0.2122,13,kernel
2538.8657,2541.1480,2.2823,15,kernel
2538.8779,2539.1181,0.2402,13,D2H
2540.4473,2540.7147,0.2675,13,H2D
2541.0543,2543.3817,2.3274,16,kernel
2543.2854,2543.4969,0.2115,14,kernel
2543.4905,2545.7668,2.2763,13,kernel
2543.5008,2543.7409,0.2401,14,D2H
2545.6677,2545.8751,0.2074,15,kernel
2545.8685,2546.0345,0.1659,16,kernel
2545.8860,2546.1266,0.2406,15,D2H
2546.0283,2546.1939,0.1656,13,kernel
2546.1310,2546.4370,0.3059,16,D2H
2546.1530,2546.4632,0.3101,14,H2D
2546.4476,2546.6915,0.2439,13,D2H
2546.4750,2548.6925,2.2175,14,kernel
2548.6932,2548.8572,0.1640,14,kernel
2548.8651,2549.1054,0.2403,14,D2H
2552.9153,2553.1752,0.2599,15,H2D
2553.1810,2555.4163,2.2353,15,kernel
2554.6774,2554.9487,0.2713,13,H2D
2554.9514,2555.2252,0.2737,14,H2D
2555.2279,2555.4995,0.2715,16,H2D
2555.3230,2557.5945,2.2715,13,kernel
2557.5034,2559.7870,2.2836,14,kernel
2559.6881,2559.8924,0.2043,15,kernel
2559.8862,2562.1272,2.2411,16,kernel
2559.8960,2560.1361,0.2401,15,D2H
2561.0532,2561.3148,0.2615,15,H2D
2562.0287,2562.2343,0.2057,13,kernel
2562.2281,2562.3946,0.1664,14,kernel
2562.2415,2562.4818,0.2403,13,D2H
2562.3882,2564.6263,2.2381,15,kernel
2562.4859,2562.7260,0.2401,14,D2H
2564.0515,2564.3179,0.2664,13,H2D
2564.3204,2564.5875,0.2671,14,H2D
2564.5290,2564.7362,0.2072,16,kernel
2564.7298,2566.9619,2.2321,13,kernel
2564.7468,2564.9870,0.2402,16,D2H
2565.8409,2566.1059,0.2650,16,H2D
2566.8697,2569.1439,2.2742,14,kernel
2569.0500,2569.2573,0.2073,15,kernel
2569.2509,2571.4846,2.2337,16,kernel
2569.2628,2569.5029,0.2401,15,D2H
2570.1340,2570.3949,0.2609,15,H2D
2571.3917,2571.5981,0.2065,13,kernel
2571.5917,2571.7579,0.1662,14,kernel
2571.6017,2571.8425,0.2408,13,D2H
2571.7515,2573.9846,2.2331,15,kernel
2571.8466,2572.0868,0.2402,14,D2H
2573.3564,2573.6225,0.2660,13,H2D
2573.6252,2573.8922,0.2671,14,H2D
2573.8908,2574.0980,0.2073,16,kernel
2574.0917,2576.3266,2.2348,13,kernel
2574.1060,2574.3463,0.2403,16,D2H
2575.6925,2575.9573,0.2649,16,H2D
2576.2332,2578.5071,2.2740,14,kernel
2578.4117,2578.6180,0.2063,15,kernel
2578.6116,2580.8507,2.2391,16,kernel
2578.6261,2578.8677,0.2416,15,D2H
2579.9407,2580.2012,0.2606,15,H2D
2580.7517,2580.9582,0.2065,13,kernel
2580.9520,2581.1184,0.1664,14,kernel
2580.9643,2581.2045,0.2402,13,D2H
2581.1119,2583.3470,2.2351,15,kernel
2581.2087,2581.4488,0.2401,14,D2H
2582.9118,2583.1791,0.2673,13,H2D
2583.1817,2583.4473,0.2657,14,H2D
2583.2534,2583.4599,0.2066,16,kernel
2583.4538,2585.9710,2.5172,13,kernel
2583.4693,2583.7096,0.2404,16,D2H
2584.3038,2584.5711,0.2673,16,H2D
2585.8588,2586.0905,0.2318,15,kernel
2586.0838,2588.5906,2.5068,14,kernel
2586.0988,2586.3445,0.2458,15,D2H
2587.1152,2587.3818,0.2666,15,H2D
2588.4924,2591.0546,2.5622,16,kernel
2590.9445,2591.1766,0.2320,13,kernel
2591.1693,2593.6895,2.5202,15,kernel
2591.1849,2591.4252,0.2403,13,D2H
2592.3950,2592.6615,0.2665,13,H2D
2593.5779,2593.8101,0.2322,14,kernel
2593.8028,2593.9886,0.1858,16,kernel
2593.8133,2594.0538,0.2405,14,D2H
2593.9817,2596.4980,2.5163,13,kernel
2594.0580,2594.2983,0.2403,16,D2H
2595.9816,2596.2488,0.2673,14,H2D
2596.2519,2596.5198,0.2679,16,H2D
2596.3942,2596.6240,0.2298,15,kernel
2596.6167,2599.1293,2.5126,14,kernel
2596.6304,2596.8761,0.2456,15,D2H
2598.0946,2598.3613,0.2667,15,H2D
2599.0280,2599.2581,0.2300,13,kernel
2599.2511,2601.7614,2.5102,16,kernel
2599.2600,2599.5004,0.2404,13,D2H
2600.5112,2600.7782,0.2670,13,H2D
2601.6611,2604.2489,2.5878,15,kernel
2604.1376,2604.3799,0.2423,14,kernel
2604.3725,2607.0476,2.6751,13,kernel
2604.3934,2604.6339,0.2405,14,D2H
2605.7145,2605.9759,0.2614,14,H2D
2606.9363,2607.1836,0.2472,16,kernel
2607.1756,2607.3730,0.1974,15,kernel
2607.1882,2607.4292,0.2410,16,D2H
2607.3655,2610.0560,2.6905,14,kernel
2607.4338,2607.6744,0.2406,15,D2H
2609.0257,2609.2974,0.2717,16,H2D
2609.9363,2610.1824,0.2461,13,kernel
2610.1748,2612.8623,2.6875,16,kernel
2610.1858,2610.4263,0.2405,13,D2H
2611.1628,2611.4242,0.2615,15,H2D
2612.7448,2612.9922,0.2475,14,kernel
2612.9846,2615.6751,2.6906,15,kernel
2613.0000,2613.2404,0.2404,14,D2H
2614.3952,2614.6621,0.2669,13,H2D
2615.5559,2615.8035,0.2476,16,kernel
2615.7963,2618.4839,2.6876,13,kernel
2615.8073,2616.0478,0.2405,16,D2H
2618.3698,2618.6161,0.2463,15,kernel
2618.6082,2618.8052,0.1969,13,kernel
2618.6187,2618.8594,0.2407,15,D2H
2618.8640,2619.1045,0.2405,13,D2H
2619.2929,2619.5525,0.2596,14,H2D
2619.5594,2622.2248,2.6654,14,kernel
2622.2256,2622.4212,0.1955,14,kernel
2622.4277,2622.6681,0.2403,14,D2H
2623.4935,2623.7534,0.2599,13,H2D
2623.7618,2626.4475,2.6857,13,kernel
2624.4627,2624.7334,0.2706,14,H2D
2624.7365,2625.0107,0.2742,15,H2D
2625.0137,2625.2870,0.2734,16,H2D
2626.3322,2629.0621,2.7299,14,kernel
2628.9492,2631.6722,2.7231,15,kernel
2631.5702,2634.3055,2.7353,16,kernel
2634.1905,2634.4352,0.2447,13,kernel
2634.4279,2634.6252,0.1973,14,kernel
2634.4376,2634.6782,0.2406,13,D2H
2634.6180,2634.8156,0.1976,15,kernel
2634.6829,2634.9234,0.2405,14,D2H
2634.8083,2635.0051,0.1969,16,kernel
2634.9280,2635.1683,0.2403,15,D2H
2635.1730,2635.4134,0.2404,16,D2H
2639.5961,2639.8550,0.2590,13,H2D
2639.8618,2642.5464,2.6846,13,kernel
2642.1671,2642.4394,0.2723,14,H2D
2642.4427,2642.7131,0.2704,15,H2D
2642.4453,2645.1793,2.7340,14,kernel
2642.7159,2642.9827,0.2667,16,H2D
2645.0596,2645.3047,0.2451,13,kernel
2645.2973,2647.9005,2.6032,15,kernel
2645.3103,2645.5508,0.2405,13,D2H
2646.4785,2646.7465,0.2680,13,H2D
2647.7980,2650.3119,2.5139,16,kernel
2650.2089,2650.4359,0.2270,14,kernel
2650.4287,2652.8992,2.4705,13,kernel
2650.4381,2650.6784,0.2403,14,D2H
2651.5271,2651.7856,0.2585,14,H2D
2652.7948,2653.0221,0.2273,15,kernel
2653.0148,2653.1977,0.1829,16,kernel
2653.0232,2653.2645,0.2413,15,D2H
2653.1906,2655.6588,2.4682,14,kernel
2653.2688,2653.5093,0.2405,16,D2H
2655.5545,2655.7856,0.2311,13,kernel
2655.5994,2655.8694,0.2700,15,H2D
2655.7781,2655.9614,0.1833,14,kernel
2655.8001,2656.0564,0.2562,13,D2H
2655.9544,2658.4175,2.4630,15,kernel
2656.0604,2656.3372,0.2768,14,D2H
2656.1794,2656.4688,0.2894,16,H2D
2658.3207,2660.8345,2.5138,16,kernel
2658.4929,2658.7543,0.2614,13,H2D
2658.7562,2659.0169,0.2607,14,H2D
2660.7315,2660.9581,0.2266,15,kernel
2660.9513,2663.4190,2.4677,13,kernel
2660.9624,2661.2027,0.2403,15,D2H
2662.2934,2662.5604,0.2670,15,H2D
2663.3158,2665.8463,2.5305,14,kernel
2665.7379,2665.9692,0.2313,16,kernel
2665.9622,2668.4826,2.5205,15,kernel
2665.9739,2666.2143,0.2403,16,D2H
2667.6367,2667.8977,0.2610,16,H2D
2668.3690,2668.6001,0.2311,13,kernel
2668.5928,2668.7785,0.1857,14,kernel
2668.6038,2668.8448,0.2410,13,D2H
2668.7714,2671.2900,2.5186,16,kernel
2668.8491,2669.0897,0.2406,14,D2H
2670.5143,2670.7788,0.2646,13,H2D
2670.7822,2671.0489,0.2667,14,H2D
2671.1763,2671.4084,0.2322,15,kernel
2671.4014,2673.9060,2.5046,13,kernel
2671.4127,2671.6531,0.2404,15,D2H
2672.5153,2672.7746,0.2594,15,H2D
2673.8081,2676.3652,2.5572,14,kernel
2676.2572,2676.4896,0.2323,16,kernel
2676.4825,2676.6678,0.1853,13,kernel
2676.4947,2676.7356,0.2409,16,D2H
2676.6608,2679.1727,2.5119,15,kernel
2676.7404,2676.9809,0.2405,13,D2H
2678.7646,2679.0309,0.2663,13,H2D
2679.0682,2679.2982,0.2299,14,kernel
2679.2913,2681.8028,2.5115,13,kernel
2679.3034,2679.5437,0.2403,14,D2H
2680.5169,2680.7775,0.2606,16,H2D
2681.6969,2681.9303,0.2334,15,kernel
2681.7687,2682.0518,0.2831,14,H2D
2681.9230,2684.4432,2.5203,16,kernel
2681.9400,2682.2112,0.2711,15,D2H
2684.3304,2684.5637,0.2333,13,kernel
2684.5565,2687.1538,2.5973,14,kernel
2684.5660,2684.8064,0.2404,13,D2H
2686.3803,2686.6411,0.2609,15,H2D
2687.0434,2687.2835,0.2401,16,kernel
2687.2761,2689.8999,2.6239,15,kernel
2687.2934,2687.5338,0.2404,16,D2H
2689.4967,2689.7633,0.2666,13,H2D
2689.7840,2690.0246,0.2406,14,kernel
2690.0176,2692.6406,2.6229,13,kernel
2690.0329,2690.2733,0.2404,14,D2H
2690.7375,2690.9981,0.2605,16,H2D
2692.5249,2692.7664,0.2415,15,kernel
2692.7593,2695.3795,2.6202,16,kernel
2692.7642,2693.0807,0.3165,14,H2D
2692.7736,2693.0894,0.3158,15,D2H
2694.2028,2694.4688,0.2660,15,H2D
2695.2671,2695.5078,0.2408,13,kernel
2695.5007,2698.1108,2.6101,14,kernel
2695.5162,2695.7567,0.2404,13,D2H
2696.7295,2696.9953,0.2658,13,H2D
2698.0089,2700.6647,2.6559,15,kernel
2700.5602,2700.7996,0.2394,16,kernel
2700.7922,2703.4096,2.6174,13,kernel
2700.8076,2701.0480,0.2403,16,D2H
2701.9851,2702.2489,0.2639,16,H2D
2703.2984,2703.5388,0.2404,14,kernel
2703.5314,2703.7245,0.1931,15,kernel
2703.5485,2703.7889,0.2404,14,D2H
2703.7169,2706.3358,2.6188,16,kernel
2703.7933,2704.0337,0.2404,15,D2H
2705.6392,2705.9045,0.2653,14,H2D
2706.2227,2706.4622,0.2396,13,kernel
2706.4550,2709.0768,2.6217,14,kernel
2706.4727,2706.7544,0.2817,13,D2H
2706.5758,2706.8667,0.2909,15,H2D
2708.4952,2708.7623,0.2671,13,H2D
2708.9585,2709.1992,0.2407,16,kernel
2709.1916,2711.8003,2.6087,15,kernel
2709.2038,2709.4513,0.2475,16,D2H
2710.6746,2710.9419,0.2673,16,H2D
2711.6962,2714.3572,2.6610,13,kernel
2714.2450,2714.4863,0.2413,14,kernel
2714.4789,2717.0920,2.6131,16,kernel
2714.4972,2714.7375,0.2404,14,D2H
2715.5186,2715.7850,0.2664,14,H2D
2716.9825,2717.2233,0.2409,15,kernel
2717.2158,2717.4087,0.1929,13,kernel
2717.2269,2717.4675,0.2406,15,D2H
2717.4015,2720.0168,2.6153,14,kernel
2717.4721,2717.7126,0.2405,13,D2H
2718.5790,2718.8398,0.2608,15,H2D
2719.9066,2720.1471,0.2405,16,kernel
2720.0103,2720.2970,0.2867,13,H2D
2720.1398,2722.7567,2.6169,15,kernel
2720.1642,2720.4440,0.2798,16,D2H
2721.1865,2721.4517,0.2652,16,H2D
2722.6445,2722.8851,0.2406,14,kernel
2722.8776,2725.4920,2.6144,13,kernel
2722.8873,2723.1277,0.2404,14,D2H
2724.1578,2724.4254,0.2677,14,H2D
2725.3835,2728.0424,2.6589,16,kernel
2727.9339,2728.1726,0.2387,15,kernel
2728.1654,2730.7804,2.6150,14,kernel
2728.1747,2728.4151,0.2404,15,D2H
2729.8777,2730.1379,0.2601,15,H2D
2730.6659,2730.9095,0.2436,13,kernel
2730.9019,2731.0950,0.1931,16,kernel
2730.9144,2731.1549,0.2405,13,D2H
